Código ATICA,Tienda,Código EST,Sección,Demarca Controlada,Demarca Incontrolada
6232,"C/ del Poeta Costa i Llobera, 121",5740,11,13.24,52.26
6232,"C/ del Poeta Costa i Llobera, 121",5740,14,36.29,107.25
6232,"C/ del Poeta Costa i Llobera, 121",5740,15,539.67,60.76
6232,"C/ del Poeta Costa i Llobera, 121",5740,20,12.33,11.80
6232,"C/ del Poeta Costa i Llobera, 121",5740,21,20.36,3.12
6232,"C/ del Poeta Costa i Llobera, 121",5740,22,618.98,43.36
6232,"C/ del Poeta Costa i Llobera, 121",5740,23,179.86,175.17
6232,"C/ del Poeta Costa i Llobera, 121",5740,24,207.85,13.42
6232,"C/ del Poeta Costa i Llobera, 121",5740,26,46.66,12.03
6232,"C/ del Poeta Costa i Llobera, 121",5740,30,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,31,2.58,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,32,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,33,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,34,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,35,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,41,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,43,0.00,0.00
6232,"C/ del Poeta Costa i Llobera, 121",5740,44,0.00,0.00
6234,"Rambla de Sant Joan, 105",5742,10,19.90,36.78
6234,"Rambla de Sant Joan, 105",5742,11,5.10,33.40
6234,"Rambla de Sant Joan, 105",5742,14,341.71,79.64
6234,"Rambla de Sant Joan, 105",5742,15,971.78,56.94
6234,"Rambla de Sant Joan, 105",5742,20,54.68,12.98
6234,"Rambla de Sant Joan, 105",5742,21,22.42,2.96
6234,"Rambla de Sant Joan, 105",5742,22,4942.82,57.17
6234,"Rambla de Sant Joan, 105",5742,23,298.84,50.10
6234,"Rambla de Sant Joan, 105",5742,24,139.86,1.30
6234,"Rambla de Sant Joan, 105",5742,26,282.20,5.21
6234,"Rambla de Sant Joan, 105",5742,30,0.00,0.00
6234,"Rambla de Sant Joan, 105",5742,31,1.59,0.00
6234,"Rambla de Sant Joan, 105",5742,32,0.00,0.00
6234,"Rambla de Sant Joan, 105",5742,33,0.00,0.00
6234,"Rambla de Sant Joan, 105",5742,34,0.00,0.00
6234,"Rambla de Sant Joan, 105",5742,35,0.00,0.00
6246,"C/ Panama, 10",5753,10,57.73,68.34
6246,"C/ Panama, 10",5753,11,14.50,87.17
6246,"C/ Panama, 10",5753,14,195.72,124.68
6246,"C/ Panama, 10",5753,15,1270.16,86.32
6246,"C/ Panama, 10",5753,20,277.97,17.59
6246,"C/ Panama, 10",5753,21,49.79,3.97
6246,"C/ Panama, 10",5753,22,804.10,97.30
6246,"C/ Panama, 10",5753,23,743.16,67.99
6246,"C/ Panama, 10",5753,24,107.80,8.24
6246,"C/ Panama, 10",5753,26,69.66,15.90
6246,"C/ Panama, 10",5753,30,0.00,0.00
6246,"C/ Panama, 10",5753,31,0.00,0.00
6246,"C/ Panama, 10",5753,32,0.00,0.00
6246,"C/ Panama, 10",5753,33,0.00,0.00
6246,"C/ Panama, 10",5753,34,6.35,0.00
6246,"C/ Panama, 10",5753,45,0.00,0.00
6246,"C/ Panama, 10",5753,62,0.00,0.00
6246,"C/ Panama, 10",5753,63,0.00,0.00
6246,"C/ Panama, 10",5753,64,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,10,63.17,27.06
6255,"C/ Mayor Baja, 13",5760,11,8.71,36.63
6255,"C/ Mayor Baja, 13",5760,14,158.36,43.09
6255,"C/ Mayor Baja, 13",5760,15,1051.44,29.11
6255,"C/ Mayor Baja, 13",5760,20,97.21,11.06
6255,"C/ Mayor Baja, 13",5760,21,0.00,16.50
6255,"C/ Mayor Baja, 13",5760,22,398.39,43.37
6255,"C/ Mayor Baja, 13",5760,23,192.01,47.70
6255,"C/ Mayor Baja, 13",5760,24,111.58,32.35
6255,"C/ Mayor Baja, 13",5760,26,61.78,12.60
6255,"C/ Mayor Baja, 13",5760,30,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,31,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,32,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,33,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,34,29.21,0.00
6255,"C/ Mayor Baja, 13",5760,35,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,41,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,45,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,60,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,61,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,62,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,63,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,64,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,65,0.00,0.00
6255,"C/ Mayor Baja, 13",5760,67,0.00,0.00
6266,"Plaza Anteiglesia, 5, Bajo",5770,10,113.01,34.49
6266,"Plaza Anteiglesia, 5, Bajo",5770,11,56.61,34.60
6266,"Plaza Anteiglesia, 5, Bajo",5770,14,81.67,75.27
6266,"Plaza Anteiglesia, 5, Bajo",5770,15,822.08,50.35
6266,"Plaza Anteiglesia, 5, Bajo",5770,20,151.51,14.12
6266,"Plaza Anteiglesia, 5, Bajo",5770,21,17.61,4.44
6266,"Plaza Anteiglesia, 5, Bajo",5770,22,616.90,31.80
6266,"Plaza Anteiglesia, 5, Bajo",5770,23,262.10,60.68
6266,"Plaza Anteiglesia, 5, Bajo",5770,24,725.80,8.58
6266,"Plaza Anteiglesia, 5, Bajo",5770,26,10.41,1.22
6266,"Plaza Anteiglesia, 5, Bajo",5770,30,0.00,0.00
6266,"Plaza Anteiglesia, 5, Bajo",5770,31,2.44,0.00
6266,"Plaza Anteiglesia, 5, Bajo",5770,32,0.00,0.00
6266,"Plaza Anteiglesia, 5, Bajo",5770,33,0.00,0.00
6266,"Plaza Anteiglesia, 5, Bajo",5770,34,10.54,0.00
6287,"Calle Antonio Lopez,37",5790,10,6.57,27.13
6287,"Calle Antonio Lopez,37",5790,11,9.92,33.61
6287,"Calle Antonio Lopez,37",5790,14,24.45,55.26
6287,"Calle Antonio Lopez,37",5790,15,132.26,44.02
6287,"Calle Antonio Lopez,37",5790,20,20.57,8.35
6287,"Calle Antonio Lopez,37",5790,21,9291.61,3.39
6287,"Calle Antonio Lopez,37",5790,22,454.00,28.43
6287,"Calle Antonio Lopez,37",5790,23,554.08,28.46
6287,"Calle Antonio Lopez,37",5790,24,253.07,4.03
6287,"Calle Antonio Lopez,37",5790,26,66.55,4.75
6287,"Calle Antonio Lopez,37",5790,30,0.00,0.00
6287,"Calle Antonio Lopez,37",5790,31,1.73,0.00
6287,"Calle Antonio Lopez,37",5790,34,0.00,0.00
6287,"Calle Antonio Lopez,37",5790,45,0.00,0.00
6288,"Calle Ercilla, 21",5791,10,0.85,13.29
6288,"Calle Ercilla, 21",5791,11,0.00,16.69
6288,"Calle Ercilla, 21",5791,14,367.77,30.54
6288,"Calle Ercilla, 21",5791,15,36.40,24.20
6288,"Calle Ercilla, 21",5791,20,2.67,3.93
6288,"Calle Ercilla, 21",5791,21,0.00,0.67
6288,"Calle Ercilla, 21",5791,22,90.61,21.92
6288,"Calle Ercilla, 21",5791,23,189.87,15.79
6288,"Calle Ercilla, 21",5791,24,174.42,2.63
6288,"Calle Ercilla, 21",5791,26,14.09,3.20
6288,"Calle Ercilla, 21",5791,30,0.00,0.00
6288,"Calle Ercilla, 21",5791,31,1.48,0.00
6288,"Calle Ercilla, 21",5791,32,0.00,0.00
6288,"Calle Ercilla, 21",5791,33,0.00,0.00
6288,"Calle Ercilla, 21",5791,34,0.00,0.00
6288,"Calle Ercilla, 21",5791,45,0.00,0.00
6288,"Calle Ercilla, 21",5791,62,0.00,0.00
6289,"Avda de Brasil, 8",5792,10,3.78,21.76
6289,"Avda de Brasil, 8",5792,11,1.07,23.79
6289,"Avda de Brasil, 8",5792,14,80.57,45.67
6289,"Avda de Brasil, 8",5792,15,56.93,27.28
6289,"Avda de Brasil, 8",5792,20,0.00,6.94
6289,"Avda de Brasil, 8",5792,21,0.00,0.99
6289,"Avda de Brasil, 8",5792,22,108.56,36.45
6289,"Avda de Brasil, 8",5792,23,134.05,19.89
6289,"Avda de Brasil, 8",5792,24,0.00,3.86
6289,"Avda de Brasil, 8",5792,26,6.51,9.34
6289,"Avda de Brasil, 8",5792,30,0.00,0.00
6289,"Avda de Brasil, 8",5792,31,2.09,0.00
6289,"Avda de Brasil, 8",5792,32,0.00,0.00
6289,"Avda de Brasil, 8",5792,33,0.00,0.00
6289,"Avda de Brasil, 8",5792,34,0.00,0.00
6289,"Avda de Brasil, 8",5792,35,0.00,0.00
6289,"Avda de Brasil, 8",5792,62,0.00,0.00
6289,"Avda de Brasil, 8",5792,63,0.00,0.00
6289,"Avda de Brasil, 8",5792,64,0.00,0.00
6290,"Av Pi i Maragall, 53",5793,10,0.00,2.64
6290,"Av Pi i Maragall, 53",5793,11,0.00,3.99
6290,"Av Pi i Maragall, 53",5793,14,8.56,5.97
6290,"Av Pi i Maragall, 53",5793,15,6.56,4.45
6290,"Av Pi i Maragall, 53",5793,20,0.00,0.75
6290,"Av Pi i Maragall, 53",5793,21,0.00,0.18
6290,"Av Pi i Maragall, 53",5793,22,0.00,2.04
6290,"Av Pi i Maragall, 53",5793,23,27.98,2.69
6290,"Av Pi i Maragall, 53",5793,24,0.00,0.37
6290,"Av Pi i Maragall, 53",5793,26,0.00,0.16
6290,"Av Pi i Maragall, 53",5793,30,0.00,0.00
6290,"Av Pi i Maragall, 53",5793,31,0.58,0.00
6290,"Av Pi i Maragall, 53",5793,33,0.00,0.00
6290,"Av Pi i Maragall, 53",5793,34,0.00,0.00
CODIGO,,0,Seccion,0.00,0.00
